############### GRAFO CARGADO #################
     1     2     3     4     5     6     7     8     9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99     100     101
Aristas:         [(1,27,10.82), (27,26,14.14), (26,31,26.08), (31,53,21.84), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,101,21.1), (101,88,19.24), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,28,20.88), (28,76,9.43), (76,50,5.39), (50,12,12.37), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,71,6.71), (71,66,9.43), (66,65,13.6), (65,69,39.05)]
Costo asociado:  832.1200000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(70,1), (53,1), (19,1), (28,2), (17,2), (85,2), (21,1), (7,1), (30,1), (48,3), (26,3), (29,3), (65,2), (69,2), (62,2), (35,4), (13,4), (98,4), (58,3), (97,3), (49,3), (20,5), (41,5), (71,5), (25,4), (82,4), (81,4), (43,6), (96,6), (5,6), (90,5), (2,5), (83,5), (73,7), (66,7), (101,7), (78,6), (72,6), (31,6)]
################################ 3116 ####################################
Vertices:        [1, 27, 26, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 28, 76, 50, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,26,14.14), (26,101,11.18), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,28,20.88), (28,76,9.43), (76,50,5.39), (50,12,12.37), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  767.0000000000002
################################ 3200 ####################################
Vertices:        [1, 27, 26, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 62, 49, 64, 11, 36, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 28, 76, 50, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,26,14.14), (26,101,11.18), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,62,16.12), (62,49,20.59), (49,64,12.73), (64,11,13.0), (11,36,18.68), (36,10,28.0), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,28,20.88), (28,76,9.43), (76,50,5.39), (50,12,12.37), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  819.8600000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(2,1), (80,1), (76,1), (95,2), (17,2), (61,2), (32,1), (30,1), (48,1), (99,3), (27,3), (55,3), (53,2), (83,2), (93,2), (50,4), (98,4), (24,4), (52,3), (82,3), (71,3), (56,5), (45,5), (100,5), (8,4), (34,4), (85,4), (38,6), (97,6), (41,6), (63,5), (37,5), (78,5), (42,7), (51,7), (62,7), (31,6), (96,6), (36,6)]
################################ 3244 ####################################
Vertices:        [1, 27, 26, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 28, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,26,14.14), (26,101,11.18), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,28,20.88), (28,50,11.66), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  763.9300000000003
################################ 3300 ####################################
Vertices:        [1, 27, 26, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 52, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 31, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 28, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,26,14.14), (26,101,11.18), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,52,16.4), (52,88,9.06), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,31,16.28), (31,89,17.72), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,28,20.88), (28,50,11.66), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  795.5000000000003
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(26,1), (70,1), (58,1), (4,2), (39,2), (51,2), (41,1), (73,1), (33,1), (48,3), (34,3), (13,3), (30,2), (86,2), (17,2), (49,4), (101,4), (94,4), (95,3), (10,3), (23,3), (76,5), (92,5), (19,5), (99,4), (27,4), (65,4), (87,6), (62,6), (55,6), (88,5), (83,5), (69,5), (56,7), (7,7), (52,7), (22,6), (90,6), (31,6)]
################################ 3400 ####################################
Vertices:        [1, 27, 26, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 2, 87, 57, 41, 15, 43, 38, 86, 13, 42, 28, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,26,14.14), (26,101,11.18), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,2,21.19), (2,87,7.07), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,42,14.32), (42,28,30.23), (28,50,11.66), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  790.0000000000005
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(54,1), (49,1), (84,1), (101,2), (63,2), (70,2), (72,1), (35,1), (83,1), (98,3), (25,3), (100,3), (75,2), (61,2), (27,2), (30,4), (46,4), (77,4), (29,3), (90,3), (64,3), (32,5), (43,5), (88,5), (99,4), (74,4), (80,4), (3,6), (94,6), (57,6), (24,5), (62,5), (67,5), (34,7), (20,7), (42,7), (81,6), (58,6), (2,6)]
################################ 3426 ####################################
Vertices:        [1, 27, 28, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 26, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,28,6.71), (28,101,6.32), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,26,16.4), (26,50,17.12), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  752.6200000000003
################################ 3500 ####################################
Vertices:        [1, 27, 28, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 13, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 61, 2, 26, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,28,6.71), (28,101,6.32), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,13,11.7), (13,16,20.62), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,61,10.0), (61,2,24.04), (2,26,16.4), (26,50,17.12), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  770.5300000000003
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(99,1), (32,1), (78,1), (2,2), (74,2), (47,2), (66,1), (53,1), (24,1), (67,3), (33,3), (81,3), (71,2), (76,2), (7,2), (89,4), (43,4), (42,4), (101,3), (3,3), (31,3), (86,5), (57,5), (95,5), (100,4), (18,4), (9,4), (39,6), (12,6), (82,6), (96,5), (90,5), (73,5), (98,7), (48,7), (13,7), (17,6), (87,6), (61,6)]
################################ 3600 ####################################
Vertices:        [1, 27, 28, 101, 53, 58, 40, 21, 73, 72, 74, 22, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 16, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 99, 96, 93, 85, 91, 100, 37, 98, 61, 32, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 26, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,28,6.71), (28,101,6.32), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,22,3.16), (22,75,4.12), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,16,44.72), (16,90,51.48), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,99,2.24), (99,96,2.24), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,32,50.54), (32,44,60.01), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,26,16.4), (26,50,17.12), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  934.0500000000002
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
Lista Tabu: [(66,1), (78,1), (80,1), (93,2), (35,2), (87,2), (101,1), (9,1), (56,1), (25,3), (89,3), (18,3), (70,2), (19,2), (4,2), (33,4), (42,4), (69,4), (52,3), (64,3), (51,3), (22,5), (49,5), (50,5), (7,4), (96,4), (48,4), (92,6), (62,6), (43,6), (81,5), (37,5), (86,5), (34,7), (95,7), (32,7), (94,6), (72,6), (16,6)]
################################ 3700 ####################################
Vertices:        [1, 27, 28, 101, 53, 58, 40, 21, 73, 72, 74, 99, 75, 56, 39, 23, 67, 25, 55, 4, 54, 68, 77, 3, 79, 33, 81, 9, 51, 20, 30, 70, 31, 88, 7, 82, 48, 47, 36, 49, 64, 11, 62, 10, 32, 90, 63, 19, 46, 8, 45, 17, 84, 5, 60, 83, 18, 52, 89, 6, 94, 95, 97, 92, 59, 22, 96, 93, 85, 91, 100, 37, 98, 61, 16, 44, 14, 42, 87, 57, 41, 15, 43, 38, 86, 13, 2, 26, 50, 76, 12, 80, 24, 29, 78, 34, 35, 65, 66, 71, 69]
Aristas:         [(1,27,10.82), (27,28,6.71), (28,101,6.32), (101,53,4.47), (53,58,5.1), (58,40,4.12), (40,21,7.07), (21,73,3.16), (73,72,3.16), (72,74,3.16), (74,99,29.07), (99,75,32.65), (75,56,4.12), (56,39,7.0), (39,23,8.6), (23,67,12.0), (67,25,15.13), (25,55,3.61), (55,4,8.54), (4,54,9.22), (54,68,10.05), (68,77,5.0), (77,3,2.83), (3,79,3.61), (79,33,5.66), (33,81,2.83), (81,9,6.0), (9,51,6.32), (51,20,8.06), (20,30,7.07), (30,70,5.0), (70,31,7.21), (31,88,5.0), (88,7,6.32), (7,82,5.83), (82,48,5.39), (48,47,6.4), (47,36,7.21), (36,49,8.94), (49,64,12.73), (64,11,13.0), (11,62,8.06), (62,10,6.32), (10,32,10.3), (32,90,4.47), (90,63,4.47), (63,19,15.0), (19,46,17.69), (46,8,9.43), (8,45,6.4), (45,17,8.06), (17,84,6.08), (84,5,4.12), (5,60,4.47), (60,83,4.24), (83,18,6.71), (18,52,7.62), (52,89,8.06), (89,6,5.1), (6,94,3.16), (94,95,3.16), (95,97,3.0), (97,92,3.16), (92,59,2.24), (59,22,27.78), (22,96,28.6), (96,93,5.0), (93,85,2.83), (85,91,3.16), (91,100,3.16), (100,37,2.83), (37,98,1.41), (98,61,7.62), (61,16,4.47), (16,44,6.08), (44,14,5.66), (14,42,9.22), (42,87,7.21), (87,57,7.21), (57,41,11.18), (41,15,12.17), (15,43,7.28), (43,38,18.11), (38,86,13.04), (86,13,26.93), (13,2,9.43), (2,26,16.4), (26,50,17.12), (50,76,5.39), (76,12,7.07), (12,80,6.32), (80,24,9.22), (24,29,7.07), (29,78,10.44), (78,34,5.0), (34,35,10.2), (35,65,12.04), (65,66,13.6), (66,71,9.43), (71,69,29.0)]
Costo asociado:  858.9600000000003
-+-+-+-+-+-+-+-+-+ Lista TABÚ -+-+-+-+-+-+-+-+-+
